gender,age,numkids,type,memberyears,avg_yrly_visits,offer_fd_penguin,offer_fd_meercat,offer_fd_flamingo,offer_fd_tiger,offer_fd_gecko,offer_sp_penguin,offer_sp_meercat,offer_sp_flamingo,offer_sp_tiger,offer_sp_gecko,support_calls_last_year,churned 
F,22,2,F,2,8.7,N,N,Y,N,N,N,N,N,N,N,4,Y
F,24,0,S,2,8.5,N,N,N,N,N,N,Y,N,N,N,3,Y
F,42,3,F,4,10.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,44,2,F,1,12,N,Y,N,Y,N,N,Y,N,N,N,2,Y
M,19,0,I,1,3,Y,N,N,N,N,N,N,N,N,N,3,Y
M,42,2,F,3,5.1,N,N,N,N,N,N,Y,N,Y,N,2,Y
M,24,2,F,4,8.8,Y,N,N,N,N,Y,N,N,N,N,3,Y
F,21,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,34,1,F,3,6.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,20,0,S,3,6.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,22,0,R,4,8.9,N,Y,N,N,N,N,Y,N,Y,N,4,Y
F,20,0,S,2,11.7,Y,Y,N,N,N,N,Y,N,N,N,3,Y
F,50,0,I,2,5.2,N,Y,N,N,N,N,Y,N,N,N,4,Y
F,22,0,S,2,8.4,N,Y,N,N,N,N,N,N,N,N,3,Y
F,21,0,S,3,14.8,N,Y,N,N,N,N,N,N,N,N,3,Y
F,25,0,I,1,2,N,Y,N,N,N,N,N,N,N,N,1,Y
M,39,2,F,3,4.2,N,Y,N,N,N,N,Y,N,N,N,3,Y
F,18,1,F,3,8.6,N,N,N,N,N,N,N,N,N,N,1,Y
F,20,0,S,1,5,N,N,N,Y,N,N,N,N,N,N,3,Y
M,22,0,S,4,10.7,N,Y,N,N,N,N,N,N,Y,N,2,Y
F,28,5,F,3,2.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,51,1,F,6,5.9,N,N,N,N,N,N,N,N,N,N,2,Y
M,20,0,I,2,6.2,N,N,N,N,N,N,N,N,N,N,4,Y
F,23,0,S,4,8.7,N,N,Y,N,N,N,N,N,Y,N,2,Y
M,52,3,F,3,4.4,N,N,N,N,N,Y,N,N,N,N,3,Y
F,37,2,F,4,3.6,Y,N,N,Y,N,Y,N,N,N,N,3,Y
F,45,2,F,10,3.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,40,1,F,5,6.7,Y,Y,N,N,N,N,N,Y,N,N,3,Y
F,28,4,F,6,3.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,36,3,F,1,9,N,N,N,N,N,N,N,N,N,N,3,Y
M,59,1,F,6,10.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,22,0,R,3,7.5,N,N,N,N,N,N,N,N,N,N,1,Y
F,22,3,F,3,3,N,Y,N,N,N,N,N,N,N,N,2,Y
M,44,3,F,5,4.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,44,2,F,1,6,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,S,3,5.2,N,N,N,N,N,N,N,N,N,N,2,Y
M,52,4,F,1,5,N,N,N,N,N,N,Y,N,N,N,2,Y
F,48,1,F,6,7.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,46,1,F,2,7.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,20,3,F,3,3,N,N,N,N,N,N,N,N,N,N,2,Y
M,44,1,F,6,8.8,Y,N,N,N,N,N,N,N,N,N,3,Y
M,34,2,F,6,2.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,62,1,F,4,9.4,N,N,N,N,N,N,N,N,N,N,4,Y
F,24,0,R,3,5.9,Y,Y,N,N,N,Y,Y,N,N,N,3,Y
F,53,2,F,1,8,N,N,N,N,N,N,N,N,N,N,2,Y
M,22,0,R,4,4.2,N,N,N,N,N,N,N,N,N,N,4,Y
M,30,2,F,1,2,N,N,N,N,N,N,N,N,N,N,4,Y
F,23,0,R,7,16.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,46,4,F,3,6.5,N,N,N,N,N,N,N,N,N,N,2,Y
M,36,1,F,4,3.6,N,N,N,N,N,N,N,N,N,N,4,Y
M,25,0,R,7,16.1,N,N,N,N,N,N,N,N,N,N,4,Y
M,41,1,F,8,3.3,N,Y,N,N,N,N,N,N,N,N,2,Y
M,50,2,F,2,11.4,N,Y,N,N,N,N,N,N,N,N,3,Y
F,53,3,F,3,8.4,N,N,N,N,N,N,N,N,N,N,3,Y
M,38,1,F,2,3,Y,Y,N,N,N,Y,Y,N,N,N,3,Y
F,19,0,R,4,6.9,N,N,Y,N,N,N,N,N,N,N,2,Y
M,43,1,F,4,8,N,N,N,N,N,N,N,N,N,N,1,Y
F,33,4,F,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,S,1,7,N,N,N,N,N,N,N,N,N,N,3,Y
F,58,3,F,6,9.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,19,0,S,1,9,N,Y,N,N,N,N,N,N,N,N,4,Y
M,21,0,S,1,8,N,Y,N,N,N,N,Y,N,N,N,4,Y
F,41,1,F,2,5.9,Y,N,N,N,N,N,Y,N,N,N,1,Y
M,46,3,F,5,2.8,N,N,N,N,N,N,N,N,N,N,3,Y
M,47,1,F,11,1,N,Y,N,N,N,Y,N,N,Y,N,2,Y
M,33,1,F,6,2.3,Y,Y,N,N,N,N,N,N,Y,N,2,Y
M,47,2,F,1,2,N,N,N,N,N,N,N,N,N,N,4,Y
M,19,0,S,2,11.6,Y,N,N,N,N,N,N,N,N,N,2,Y
F,51,1,F,9,1.3,N,Y,N,N,N,N,Y,N,N,N,3,Y
F,21,0,S,3,15.6,Y,N,N,N,N,N,N,N,N,N,2,Y
F,35,3,F,3,9.3,Y,N,N,N,N,Y,N,N,Y,N,3,Y
M,59,1,F,4,6,N,N,N,N,N,N,Y,N,N,N,2,Y
F,27,3,F,1,7,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,2,F,3,3.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,1,F,6,9,N,N,N,N,N,N,N,N,N,N,2,Y
M,27,2,F,4,2.6,N,Y,N,N,N,N,N,N,N,N,2,Y
F,18,2,F,6,4,N,N,N,N,N,N,N,N,N,N,1,Y
F,38,4,F,7,6.5,N,N,N,N,N,N,N,N,N,N,4,Y
M,27,0,I,3,4,N,Y,N,Y,N,N,N,N,N,N,4,Y
M,30,3,F,3,4.6,Y,Y,N,Y,N,N,N,N,N,N,2,Y
F,18,1,F,1,2,N,N,N,N,N,N,N,N,N,N,2,Y
M,18,2,F,4,4.4,Y,N,N,N,N,N,N,N,Y,N,3,Y
F,19,0,S,2,6.9,Y,Y,N,Y,N,N,Y,N,N,N,4,Y
M,31,3,F,3,3.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,39,2,F,3,6.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,30,5,F,2,17.4,Y,Y,N,Y,N,N,N,N,N,N,3,Y
F,38,2,F,3,2.6,Y,N,N,N,N,N,N,N,N,N,3,Y
F,62,2,F,3,5.1,N,Y,N,N,N,N,N,N,N,N,3,Y
F,18,0,S,3,10.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,21,0,S,2,6.5,Y,N,N,Y,N,N,N,N,Y,N,3,Y
M,34,1,F,5,8.8,N,N,N,N,N,N,N,N,Y,N,2,Y
F,47,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,2,F,7,5.7,N,Y,N,N,N,N,Y,N,N,N,3,Y
M,42,0,I,2,4.1,Y,Y,N,N,N,N,N,N,N,N,4,Y
F,54,1,F,1,9,N,N,N,N,N,N,N,N,N,N,2,Y
M,59,2,F,2,3.5,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,2,F,3,1.7,Y,Y,N,N,N,Y,N,Y,N,N,4,Y
F,20,0,R,7,5.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,45,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
F,24,2,F,2,7.7,N,Y,N,N,N,Y,N,N,N,N,4,Y
M,29,2,F,3,4.6,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,32,2,F,5,2.6,N,Y,N,N,N,N,N,N,N,N,2,Y
F,19,0,S,4,4.3,N,N,N,N,N,N,Y,N,N,N,3,Y
M,18,3,F,3,4.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,39,3,F,4,2.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,2,F,5,8.2,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,1,F,5,2,Y,Y,N,N,N,Y,N,N,Y,N,3,Y
F,21,0,R,5,12.2,N,N,N,N,N,N,N,N,N,N,2,Y
F,26,3,F,3,6.7,N,N,N,N,N,N,N,N,N,N,2,Y
M,20,0,S,3,12.4,N,Y,N,Y,N,N,Y,N,N,N,4,Y
M,60,1,F,5,10.1,N,Y,Y,N,N,N,N,N,N,N,4,Y
M,24,3,F,4,2.8,N,Y,N,N,N,N,N,N,N,N,2,Y
F,57,3,F,1,7,N,Y,N,N,N,N,N,N,N,N,3,Y
M,22,0,R,1,7,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,21,0,R,4,7.2,N,N,N,N,N,N,N,N,N,N,3,Y
M,37,3,F,2,2,Y,Y,N,Y,N,N,N,N,N,N,3,Y
F,20,0,S,1,11,N,N,N,N,N,N,N,N,N,N,2,Y
M,22,0,R,5,10.4,N,N,N,N,N,N,N,N,N,N,4,Y
F,32,1,F,2,2.9,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,0,S,2,5,N,N,N,Y,N,N,N,Y,N,Y,4,Y
F,24,1,F,3,3.1,Y,N,N,N,N,N,N,N,N,N,3,Y
F,38,1,F,1,1,N,Y,N,N,N,N,Y,N,Y,N,2,Y
F,33,3,F,5,4.8,N,Y,N,N,N,N,Y,N,N,N,4,Y
F,34,4,F,3,8.3,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,2,F,2,8.2,N,N,Y,N,N,N,N,N,N,N,4,Y
M,59,2,F,11,10.6,N,N,N,N,N,N,N,N,N,N,2,Y
F,39,1,F,3,1.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,22,0,S,3,6.2,N,N,N,N,N,N,N,N,Y,N,3,Y
M,22,1,F,4,6.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,35,3,F,3,2.8,N,N,N,N,N,N,Y,N,N,N,4,Y
M,66,3,F,6,3.9,N,N,N,N,N,N,N,N,N,N,1,Y
M,36,4,F,4,7.5,Y,N,N,N,N,Y,N,N,N,N,4,Y
F,49,2,F,7,3.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,31,2,F,4,2.6,N,Y,N,N,N,N,N,N,N,N,3,Y
M,25,4,F,3,8.2,N,N,N,N,N,N,N,N,N,N,3,Y
F,47,0,I,1,3,N,N,N,N,N,N,N,N,N,N,1,Y
F,33,1,F,5,4.1,Y,N,N,N,N,N,N,N,N,N,2,Y
M,50,2,F,5,10,N,N,N,N,N,N,N,N,N,N,1,Y
F,31,1,F,4,4.4,N,Y,N,N,N,Y,N,N,Y,N,3,Y
M,21,0,R,5,8.2,N,N,N,N,N,N,N,N,N,N,3,Y
M,45,3,F,4,4.3,N,Y,N,N,N,N,Y,N,N,N,4,Y
F,32,2,F,7,6.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,3,F,6,4.5,Y,Y,N,N,N,Y,N,Y,N,N,4,Y
F,19,0,S,3,7.3,Y,N,N,N,N,Y,N,N,N,N,4,Y
M,28,1,F,4,5.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,23,1,F,1,2,N,Y,Y,N,N,N,N,N,N,N,4,Y
M,53,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
F,34,1,F,4,7.3,N,Y,N,N,N,N,N,N,N,N,2,Y
M,48,2,F,2,6.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,58,3,F,5,0.9,Y,N,N,N,N,N,N,N,Y,N,4,Y
M,49,3,F,5,8.8,Y,N,N,N,N,N,N,N,N,N,3,Y
F,37,1,F,2,2.5,N,N,N,N,N,Y,N,N,N,N,1,Y
F,20,0,S,3,7.5,N,N,N,N,N,N,N,N,N,N,4,Y
M,22,0,R,8,14.1,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,20,0,S,3,7.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,0,R,8,11.4,Y,N,N,N,N,N,N,N,N,N,3,Y
M,18,0,R,7,6.2,Y,N,N,N,N,Y,N,N,N,N,2,Y
M,39,1,F,2,9.2,Y,N,N,N,N,N,N,N,N,N,4,Y
F,32,1,F,4,2.9,N,Y,N,N,N,N,N,N,N,N,2,Y
M,32,1,F,1,2,N,N,N,N,N,N,N,N,N,N,3,Y
F,24,2,F,6,2.6,N,Y,N,N,N,Y,N,N,N,N,4,Y
M,24,3,F,4,2.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,2,F,6,7.6,N,Y,N,N,N,N,N,N,N,N,1,Y
M,48,0,I,2,4.8,N,Y,N,N,N,N,N,N,Y,N,3,Y
F,47,1,F,5,3.3,N,N,N,N,N,N,N,N,N,N,2,Y
F,21,0,R,8,9.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,50,0,I,1,2,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,20,1,F,7,3.6,N,N,N,N,N,N,N,N,N,N,1,Y
M,22,0,S,3,8.5,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,23,0,I,1,4,N,N,N,N,N,N,Y,N,N,N,4,Y
M,27,1,F,1,6,N,N,N,N,N,N,N,N,N,N,4,Y
M,22,0,S,2,8.2,N,N,N,N,N,N,N,N,N,N,3,Y
F,27,0,I,2,3.8,Y,N,N,N,N,N,N,N,N,N,2,Y
F,35,2,F,2,5,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,S,2,4.8,N,N,N,N,N,N,N,N,N,N,2,Y
F,50,1,F,7,5.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,42,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
F,19,4,F,4,3.3,N,N,N,N,N,N,N,N,Y,N,3,Y
F,19,0,S,2,8.7,N,N,N,N,N,N,N,N,N,N,2,Y
F,31,2,F,1,7,Y,Y,N,N,N,Y,N,N,N,N,4,Y
F,68,0,I,1,3,N,N,N,N,N,N,N,N,N,N,4,Y
M,21,0,S,4,8.9,Y,Y,N,Y,N,Y,Y,N,Y,N,3,Y
M,18,1,F,1,9,N,Y,N,N,N,N,N,N,N,N,2,Y
F,43,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
M,24,0,R,9,22.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,38,3,F,2,16.8,Y,Y,N,N,N,Y,N,N,N,N,3,Y
F,49,4,F,7,1.3,N,Y,N,N,N,N,N,Y,N,N,4,Y
F,38,2,F,3,2.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,60,1,F,6,1.8,Y,N,N,N,N,N,N,N,N,N,3,Y
F,25,2,F,3,3.2,N,N,N,N,N,N,N,N,N,N,2,Y
F,42,5,F,7,0.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,39,1,F,2,3.3,N,N,N,N,N,N,N,N,N,N,2,Y
M,62,3,F,3,3.4,N,Y,N,N,N,N,N,N,N,N,4,Y
F,31,1,F,2,1.6,N,Y,N,N,N,Y,N,N,N,N,3,Y
F,46,2,F,4,3,N,N,N,N,N,N,N,N,N,N,2,Y
M,54,3,F,3,1.4,Y,Y,N,N,N,N,Y,N,N,N,3,Y
M,45,0,I,1,4,Y,Y,N,N,N,Y,N,N,N,N,2,Y
M,48,2,F,5,8.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,20,2,F,2,14.2,N,N,N,Y,N,N,N,N,N,N,3,Y
F,54,1,F,8,2.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,60,1,F,7,5.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,4,F,6,9.6,N,N,N,N,N,N,N,N,N,N,1,Y
F,18,2,F,4,6.3,N,N,N,N,N,N,N,N,N,N,4,Y
M,65,0,I,1,3,N,Y,N,N,N,N,Y,N,N,N,3,Y
F,35,2,F,4,8.7,N,Y,N,N,N,N,N,N,N,N,2,Y
F,21,0,S,2,9.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,19,0,R,5,7.1,N,N,N,N,N,N,N,N,N,N,1,Y
F,33,4,F,3,2.2,N,N,N,N,N,N,N,N,N,N,2,Y
M,44,0,I,1,4,Y,N,N,Y,N,N,N,N,N,N,3,Y
M,30,1,F,3,1.9,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,36,4,F,3,3.4,Y,N,N,N,N,N,N,N,N,N,2,Y
M,37,1,F,1,9,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,3,F,1,2,N,Y,N,N,N,N,N,N,N,N,4,Y
F,27,1,F,3,7.3,Y,N,N,N,N,Y,N,N,N,N,4,Y
F,19,0,S,2,4.6,N,N,N,N,N,N,N,N,N,N,4,Y
M,24,0,S,4,16.7,N,N,N,N,N,N,N,N,N,N,4,Y
F,54,4,F,9,4.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,39,3,F,4,10.9,N,Y,N,N,N,N,N,N,N,N,3,Y
M,18,0,S,3,6.7,Y,N,N,N,N,N,N,N,N,N,2,Y
M,37,2,F,4,4.6,Y,N,N,N,N,N,N,N,N,N,4,Y
M,19,0,R,7,5.5,Y,N,N,N,N,N,N,N,N,N,3,Y
F,18,0,R,3,11.1,N,N,N,N,N,N,N,N,N,N,2,Y
M,45,0,I,1,3,Y,N,N,N,N,N,N,N,N,N,3,Y
M,31,1,F,2,4.8,N,Y,N,N,N,N,Y,N,N,N,2,Y
F,22,0,S,2,6.8,N,N,N,N,N,N,N,N,N,N,4,Y
M,41,1,F,6,4.8,N,N,N,N,N,N,N,N,N,N,2,Y
F,19,0,R,7,7.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,50,0,I,2,4.1,N,N,N,N,N,N,N,N,N,N,3,Y
F,34,1,F,8,9.7,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,3,F,3,2.5,N,N,N,N,N,N,N,N,N,N,4,Y
M,23,0,S,3,14,N,N,N,N,N,N,N,N,N,N,2,Y
M,36,2,F,6,2.8,N,N,N,N,N,N,N,N,N,N,1,Y
M,50,3,F,7,3.5,N,N,N,N,N,N,N,N,N,N,4,Y
M,38,2,F,5,4.7,Y,N,N,N,N,N,N,N,N,N,3,Y
F,73,1,F,7,5.2,N,Y,N,N,N,N,N,N,N,N,3,Y
M,49,3,F,11,4.8,Y,N,N,N,N,Y,Y,N,N,N,3,Y
M,18,0,S,2,7.1,N,N,N,N,N,N,N,N,N,N,3,Y
M,19,0,S,1,8,N,N,N,N,N,N,N,N,N,N,4,Y
F,20,4,F,1,2,N,N,N,N,N,N,Y,N,Y,N,3,Y
F,41,1,F,3,8.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,20,0,R,6,8.3,N,N,N,N,N,N,N,N,N,N,3,Y
M,35,2,F,6,7.8,N,N,N,N,N,N,N,N,N,N,4,Y
F,47,2,F,3,10.5,N,N,N,N,N,N,N,N,N,N,1,Y
M,27,3,F,5,4,N,N,N,N,N,N,N,N,N,N,3,Y
M,44,3,F,6,9,N,N,N,N,N,N,N,N,N,N,3,Y
M,34,1,F,3,8.1,N,N,N,N,N,N,N,N,N,N,2,Y
F,28,1,F,4,7.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,26,1,F,6,6,Y,Y,N,N,N,N,N,N,N,N,2,Y
F,41,4,F,2,1.9,N,Y,N,N,N,Y,Y,N,N,N,3,Y
M,20,0,S,2,20.9,N,Y,N,Y,N,N,N,N,N,N,3,Y
M,22,0,S,4,4.9,Y,Y,N,N,N,Y,N,N,Y,N,1,Y
F,21,0,S,1,5,N,N,N,N,N,N,N,N,N,N,2,Y
F,35,2,F,3,8.5,N,Y,N,N,N,N,N,N,N,N,3,Y
M,18,0,S,3,8.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,21,0,R,5,5,N,N,N,N,N,N,N,N,N,N,2,Y
F,39,4,F,4,5.5,N,N,N,N,N,N,N,N,N,N,1,Y
M,37,1,F,2,6.8,Y,N,N,N,N,Y,N,N,N,N,2,Y
M,27,1,F,2,3.5,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,0,S,2,6.4,N,N,N,N,N,N,Y,N,N,N,3,Y
M,33,1,F,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
F,20,0,I,2,3.6,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,48,4,F,7,1.4,Y,Y,N,N,N,N,N,N,N,N,4,Y
M,57,3,F,11,7.2,N,N,N,N,N,N,N,N,N,N,1,Y
F,33,3,F,4,2.6,Y,N,N,N,N,N,N,N,N,N,3,Y
M,56,3,F,3,8.2,Y,N,N,N,N,N,N,N,N,N,1,Y
M,20,1,F,5,6.2,Y,N,N,N,N,N,N,N,N,N,4,Y
F,21,0,R,5,8.1,N,Y,N,N,N,N,N,N,N,N,2,Y
F,50,3,F,1,2,Y,N,N,N,N,N,N,N,N,N,4,Y
F,29,2,F,7,15,Y,Y,N,N,N,Y,Y,N,N,N,3,Y
F,38,0,I,1,1,N,Y,N,N,N,N,N,N,N,N,3,Y
M,50,3,F,7,2.7,N,N,N,N,N,N,N,N,N,N,2,Y
M,29,3,F,5,4.2,N,N,N,N,N,N,N,N,N,N,2,Y
M,52,2,F,6,1.8,N,N,N,N,N,N,N,N,N,N,4,Y
M,34,1,F,3,9.6,N,Y,N,N,N,N,Y,N,N,N,2,Y
M,18,0,I,1,5,N,N,N,Y,N,N,N,N,N,N,2,Y
F,26,4,F,3,3,N,N,N,N,N,N,N,N,N,N,4,Y
M,18,0,S,4,11,Y,Y,N,N,N,Y,N,N,N,N,2,Y
M,70,0,I,1,4,N,N,N,N,N,N,N,N,N,N,3,Y
F,27,2,F,4,2.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,24,3,F,5,7.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,34,0,I,1,3,Y,N,N,N,N,Y,N,N,N,N,2,Y
F,28,1,F,3,9.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,30,1,F,4,4.9,N,N,N,N,N,N,N,N,N,N,3,Y
M,19,0,S,3,6.2,Y,N,Y,N,N,Y,N,N,N,N,3,Y
F,31,1,F,1,6,Y,Y,N,N,N,N,N,Y,N,N,2,Y
F,34,2,F,3,6.3,N,N,N,N,N,N,N,N,N,N,4,Y
F,27,0,I,1,4,N,N,N,N,N,N,N,N,N,N,4,Y
F,24,1,F,1,4,N,N,N,N,N,N,N,N,N,N,1,Y
M,40,1,F,4,5.9,N,Y,N,N,N,Y,Y,N,N,N,3,Y
M,18,1,F,5,2.5,N,Y,N,N,N,N,N,N,N,N,3,Y
M,18,0,R,5,10.1,N,N,N,N,N,N,N,N,N,N,4,Y
F,25,1,F,6,5.4,N,N,N,N,N,N,N,N,N,N,4,Y
F,30,3,F,5,10.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,40,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
F,36,1,F,5,9,Y,Y,N,Y,N,N,N,N,N,N,3,Y
F,18,4,F,5,3,N,N,N,N,N,N,N,N,N,N,4,Y
F,18,1,F,4,6.7,Y,Y,N,N,N,N,N,N,N,N,3,Y
M,18,4,F,4,1.9,N,N,N,N,N,N,N,N,N,N,3,Y
F,29,4,F,3,3.8,N,N,N,N,N,N,N,N,N,N,2,Y
M,38,2,F,5,1.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,64,1,F,2,8.4,N,N,N,N,N,N,N,N,N,N,3,Y
F,38,0,I,1,5,N,N,N,N,N,N,N,N,N,N,3,Y
F,21,0,S,3,7.2,Y,N,N,N,N,N,N,N,N,N,4,Y
M,39,2,F,3,2,N,N,N,N,N,N,N,N,N,N,1,Y
M,19,0,R,6,12.2,Y,N,N,N,N,N,N,N,N,N,3,Y
F,48,3,F,5,4.1,Y,N,N,N,N,N,N,N,N,N,2,Y
M,44,3,F,11,9.8,N,N,N,Y,N,Y,Y,N,N,N,3,Y
M,18,2,F,3,2.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,22,2,F,5,2.2,N,N,Y,N,N,N,N,N,N,N,3,Y
F,46,2,F,7,6,N,N,N,N,N,N,N,N,N,N,2,Y
F,39,2,F,1,2,N,N,N,N,N,N,N,N,N,N,3,Y
F,54,0,I,1,4,Y,N,N,N,N,N,N,N,N,N,3,Y
F,22,0,R,4,11.2,N,N,N,N,N,N,N,N,N,N,3,Y
M,30,0,I,2,3.5,N,N,N,N,N,N,N,N,N,N,2,Y
F,18,0,S,1,6,N,N,N,N,N,N,N,N,N,N,3,Y
F,18,0,S,1,5,N,N,N,N,N,N,N,N,N,N,4,Y
F,50,1,F,1,6,Y,Y,N,N,N,Y,N,N,N,N,2,Y
M,40,4,F,8,8.8,N,N,N,N,N,N,N,N,N,N,4,Y
M,19,0,S,3,7.4,N,N,N,N,N,N,N,N,N,N,1,Y
F,46,1,F,1,6,N,N,N,N,N,N,N,N,N,N,3,Y
F,20,0,R,4,8.3,N,N,N,N,N,N,N,N,N,N,3,Y
F,22,0,I,3,4.4,Y,N,N,N,N,Y,N,N,N,N,4,Y
M,23,0,S,4,7.7,N,Y,N,N,N,N,N,N,N,N,2,Y
M,46,1,F,8,9.7,Y,Y,N,N,N,N,N,N,N,N,3,Y
F,44,1,F,6,6.9,N,N,N,N,N,N,N,N,N,N,2,Y
M,18,1,F,6,11.7,N,N,N,N,N,N,N,N,N,N,2,Y
M,31,3,F,1,2,N,Y,N,N,N,N,N,N,N,N,3,Y
F,23,0,R,6,11.9,N,N,N,N,N,N,N,N,N,N,2,Y
M,18,0,I,2,1.8,N,N,N,N,N,N,N,N,N,N,3,Y
F,59,1,F,11,3.5,N,Y,N,N,N,N,N,N,Y,N,4,Y
F,59,3,F,4,2.5,Y,Y,N,N,N,N,N,N,N,N,4,Y
M,21,0,R,5,5.8,Y,N,N,N,N,N,N,N,N,N,3,Y
M,36,2,F,3,4.8,N,N,N,N,N,Y,N,N,N,N,3,Y
F,28,2,F,6,5.4,N,N,N,N,N,N,N,N,N,N,4,Y
M,31,2,F,3,9.5,N,N,N,N,N,N,N,N,N,N,4,Y
F,43,4,F,5,11.3,N,N,N,N,N,N,N,N,N,N,2,Y
F,20,0,R,4,10.7,N,N,N,N,N,N,N,N,N,N,3,Y
M,26,1,F,3,13.9,N,N,Y,N,N,N,N,N,N,N,4,Y
M,50,4,F,4,0.8,N,N,N,N,N,N,N,N,N,N,4,Y
M,44,2,F,7,6.1,N,Y,N,N,N,N,N,N,N,N,3,Y
M,39,4,F,6,3.3,N,N,N,N,N,N,N,N,N,N,1,Y
M,61,0,I,1,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,18,4,F,5,3,N,N,N,N,N,N,N,N,N,N,3,Y
M,35,4,F,7,8.6,N,Y,N,N,N,N,N,Y,N,N,2,Y
F,27,2,F,5,2.2,Y,N,N,N,N,N,N,N,N,N,1,Y
M,22,0,R,3,10.1,N,Y,N,N,N,N,Y,N,N,N,3,Y
F,19,0,R,5,10,N,N,N,N,N,N,N,N,N,N,4,Y
F,22,2,F,6,9.7,Y,N,N,N,N,N,N,N,N,N,1,Y
F,23,0,R,8,8.6,N,N,N,N,N,N,N,N,N,N,4,Y
F,42,0,I,2,6.4,N,N,N,N,N,N,N,N,N,N,2,Y
M,73,1,F,6,9.5,N,N,N,N,N,N,N,N,N,N,4,Y
M,42,0,I,3,3.3,N,Y,N,N,N,N,N,N,N,N,1,Y
