id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
17166,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,31,2,25,25,25,31,0,0,0,25,31,0,1
17167,2.097541,ospf,-,INT,42,0,2688,0,19.546697,254,0,10007.90918,0,0,0,51.159535,0,55.640574,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
17168,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,9,9,9,36,0,0,0,10,36,0,1
17169,7.00E-06,udp,-,INT,2,0,78,0,142857.1409,254,0,44571428,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,39,0,0,0,13,2,2,2,1,2,0,0,0,4,6,0,1
17170,0.488195,tcp,http,FIN,10,6,750,268,30.725427,254,252,11061.15332,3670.664307,2,1,47.685111,86.751203,2485.858494,123.359664,255,2725583789,4123890256,255,0.117121,0.054428,0.062693,75,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
17171,0.442867,tcp,-,FIN,10,6,690,268,33.870213,254,252,11217.81445,4046.361328,2,1,42.986556,77.108398,2276.650629,107.173852,255,136943059,2858085332,255,0.116668,0.057324,0.059344,69,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
17172,17.330788,ospf,-,INT,28,0,12832,0,1.557921,254,0,5711.916016,0,0,0,641.881062,0,746.488812,0,0,0,0,0,0,0,0,458,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
17173,0.119784,tcp,-,FIN,92,164,5696,192828,2128.831941,31,29,376344.0938,12799907,10,71,1.31278,0.731914,87.801476,55.837254,255,3717863710,3721400486,255,0.000618,0.000478,0.00014,62,1176,0,0,9,0,9,6,1,7,0,0,0,10,15,0,0
17174,3.00E-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,2,2,1,1,1,0,0,0,2,2,0,1
17175,0.574044,tcp,http,FIN,10,8,838,1384,29.614455,62,252,10521.8418,16876.75586,2,2,63.782667,62.269855,3266.19461,108.284094,255,3675498022,2097674674,255,0.227831,0.09582,0.132011,84,173,1,271,6,1,1,1,1,6,0,0,1,1,6,0,0
17176,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,28,2,18,18,18,28,0,0,0,18,28,0,1
17177,0.008003,tcp,-,FIN,34,36,2230,13288,8621.766654,31,29,2164188.5,12914157,7,11,0.229121,0.209743,13.4745,12.275235,255,3528091783,3528416430,255,0.000782,0.000652,0.00013,66,369,0,0,11,0,1,1,1,1,0,0,0,2,6,0,0
17178,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,8,2,3,3,3,3,0,0,0,3,8,0,1
17179,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,2,2,2,2,0,0,0,8,9,0,1
17180,8.00E-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
17181,1.397211,tcp,pop3,FIN,20,20,970,3440,27.91275,62,252,5279.088379,18711.5625,7,8,73.537419,71.471734,3536.93908,85.77143,255,1741098349,299590185,255,0.137706,0.038568,0.099138,49,172,0,0,1,1,1,1,1,1,0,0,0,6,1,0,1
17182,4.00E-06,udp,-,INT,2,0,882,0,250000.0006,254,0,882000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,441,0,0,0,5,2,2,1,1,4,0,0,0,1,4,0,0
17183,0.300188,tcp,http,FIN,10,10,770,4228,63.293668,62,252,18468.42578,101429.7656,2,3,33.354222,30.541111,1585.84393,1820.799248,255,1765010010,2912968947,255,0.075586,0.02472,0.050866,77,423,1,1663,1,1,1,1,1,1,0,0,1,1,1,0,1
17184,1.00E-05,l2tp,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,14,2,6,6,6,6,0,0,0,6,14,0,1
17185,1.10E-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,100,0,0,0,11,2,2,2,2,2,0,0,0,5,11,0,1
17186,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,6,6,2,6,0,0,0,6,16,0,1
17187,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
17188,0.42903,tcp,-,FIN,10,6,1426,268,34.96259,254,252,23942.38086,4176.864258,2,1,41.182222,72.072398,2248.693511,90.945875,255,105988894,1885220548,255,0.124545,0.06866,0.055885,143,45,0,0,13,1,1,1,1,4,0,0,0,4,4,0,0
17189,0.662771,tcp,ssh,FIN,70,62,12472,12820,197.655001,31,29,148395.1563,152257.7188,17,17,9.605377,10.853016,633.465617,673.982493,255,1940610071,1940905950,255,0.000759,0.000602,0.000157,178,207,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0
17190,5.00E-06,udp,-,INT,2,0,78,0,200000.0051,254,0,62400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,39,0,0,0,20,2,4,4,1,4,0,0,0,7,10,0,1
17191,9.910702,tcp,-,FIN,334,630,18892,802266,97.16769,31,29,15204.57422,646568.125,28,286,29.760907,15.755544,12761.17043,9285.702043,255,2355985158,211176064,255,0.000586,0.000461,0.000125,57,1273,0,0,6,0,1,2,1,1,0,0,0,2,3,0,0
17192,0.873863,tcp,http,FIN,14,6,6806,268,21.742539,254,252,57858.03906,2050.664795,4,1,63.334463,166.094594,4383.664851,261.968344,255,3058836290,3400641835,255,0.103553,0.043382,0.060171,486,45,1,0,3,1,1,1,1,3,0,0,1,1,3,0,1
17193,0.717241,tcp,-,FIN,30,14,27606,764,59.951956,254,252,297651.6875,7919.234863,12,4,24.732447,45.641539,1886.922236,72.738227,255,1871813788,2632210046,255,0.17035,0.1027,0.06765,920,55,0,0,4,1,2,2,1,4,0,0,0,2,5,0,0
17194,4.00E-06,tcp,-,REQ,2,0,90,0,250000.0006,254,0,90000000,0,1,0,0.004,0,0,0,255,0,0,0,0,0,0,45,0,0,0,5,6,20,1,1,4,0,0,0,2,4,0,0
17195,0.742629,tcp,-,FIN,16,10,912,556,33.664185,254,252,9210.521484,5397.041992,5,3,47.742199,72.379219,2423.814377,93.429922,255,3184252073,1086068022,255,0.175056,0.091213,0.083843,57,56,0,0,5,1,2,2,1,6,0,0,0,2,5,0,0
17196,2.352969,tcp,http,FIN,12,10,914,1160,8.924895,62,252,2849.166504,3549.558105,2,2,213.811997,257.559219,13026.99556,420.996469,255,2240907865,774169600,255,0.071832,0.034927,0.036905,76,116,1,135,1,1,2,1,1,1,0,0,1,1,1,0,0
17197,0.059055,udp,-,CON,4,4,2304,2304,118.533569,62,252,234086.8594,234086.8594,0,0,14.687333,11.104333,20.761127,15.694706,0,0,0,0,0,0,0,576,576,0,0,2,3,2,2,2,2,0,0,0,2,1,0,1
17198,0.040975,tcp,-,FIN,72,74,4238,63878,3538.743075,31,29,816107.375,12303111,7,30,0.572141,0.552644,35.823735,34.058346,255,3194341558,3194665671,255,0.000758,0.000622,0.000136,59,863,0,0,2,0,4,1,1,2,0,0,0,2,6,0,0
17199,5.00E-06,srp,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,1
17200,0.174952,tcp,-,FIN,84,86,4862,77276,965.979238,31,29,219717.4063,3492523.75,7,36,2.103976,2.052177,0,110.961693,255,2116240872,34440369,255,0.000645,0.000515,0.00013,58,899,0,0,7,0,4,1,1,2,0,0,0,3,7,0,0
17201,0.425362,tcp,-,FIN,10,8,802,3228,39.965959,62,252,13579.02246,53131.21484,2,2,47.248778,51.93957,2402.373398,93.955289,255,2007375255,2963654851,255,0.131973,0.061775,0.070198,80,404,0,0,4,1,3,1,1,1,0,0,0,1,8,0,1
17202,7.00E-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,1
17203,0.483698,tcp,smtp,FIN,52,42,37196,3380,192.268726,31,29,603368.1875,54579.50781,18,8,9.477216,11.782073,777.584231,25.211795,255,1413356500,3564059867,255,0.000726,0.000628,9.80E-05,715,80,0,0,2,0,3,1,1,1,0,0,0,3,1,0,0
17204,9.00E-06,udp,-,INT,2,0,616,0,111111.1072,254,0,273777760,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,308,0,0,0,37,2,8,8,1,37,0,0,0,8,37,0,1
17205,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,46,2,43,43,25,46,0,0,0,44,46,0,1
17206,4.00E-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,2,2,2,2,0,0,0,2,9,0,1
17207,25.090731,ospf,-,INT,42,0,2184,0,1.63407,254,0,679.772949,0,0,0,611.969125,0,713.159188,0,0,0,0,0,0,0,0,52,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,1
17208,3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,4,3,3,6,0,0,0,21,5,0,1
17209,1.162776,tcp,http,FIN,10,8,808,1078,14.620185,62,252,5008.703125,6494.802246,2,2,125.384556,155.062578,8174.474389,310.812,255,508476848,1670200283,255,0.127643,0.07733,0.050313,81,135,1,136,2,1,1,1,1,3,0,0,1,1,2,0,0
17210,0.021151,tcp,-,FIN,16,18,1540,1644,1560.209872,31,29,546168,587395.375,4,4,1.389533,1.215,87.010143,2.602976,255,1881011574,4031620228,255,0.000626,0.000493,0.000133,96,91,0,0,5,0,6,5,1,6,0,0,0,8,5,0,0
17211,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
17212,0.004028,tcp,http,FIN,8,10,1040,824,4220.456868,31,29,1807348.625,1473684.25,2,2,0.524714,0.390444,33.93195,0.709872,255,2445736932,301390971,255,0.000643,0.00051,0.000133,130,82,1,83,1,0,7,1,1,1,0,0,1,8,1,0,0
17213,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,1
17214,7.146575,i-nlsp,-,INT,2,0,200,0,250000.0006,254,0,200000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,1
17215,0.551943,tcp,-,FIN,12,8,1058,770,34.423844,254,252,14059.42285,9769.125,3,2,48.174363,65.151715,2488.728521,91.811727,255,2647563233,1426232514,255,0.165104,0.09587,0.069234,88,96,0,0,8,1,2,2,1,2,0,0,0,2,7,0,1
17216,0.406791,tcp,-,FIN,10,8,884,354,41.790502,254,252,15654.23047,6096.496582,2,1,44.235111,51.30557,3095.825769,107.64457,255,2280365062,3537823244,255,0.093886,0.047643,0.046243,88,44,0,0,7,1,3,3,1,7,0,0,0,3,7,0,0
17217,1.351947,tcp,ftp-data,FIN,8,8,364,678,11.09511,62,252,1887.648071,3514.930908,1,2,193.135281,181.867719,12553.42273,340.3965,255,3910197608,4272767442,255,0.16181,0.078107,0.083703,46,85,0,0,1,1,3,1,1,3,0,0,0,3,1,0,1
17218,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,17,38,0,0,0,38,38,0,1
17219,0.552026,tcp,-,FIN,8,8,364,374,27.172634,254,252,4622.970703,4753.399414,1,2,78.750286,69.303859,4668.684806,105.64468,255,3489713151,3645006572,255,0.110711,0.066888,0.043823,46,47,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
17220,0.824706,tcp,-,FIN,10,6,534,268,18.188299,254,252,4665.905273,2172.895508,2,1,82.716444,153.484,4466.368772,239.411375,255,3538677481,1766821902,255,0.148963,0.057285,0.091678,53,45,0,0,7,1,1,1,1,2,0,0,0,2,2,0,0
17221,0.125548,tcp,-,FIN,66,64,3910,51910,1027.495418,31,29,245388.2031,3256061.25,7,26,1.926877,1.983825,101.15962,2.687952,255,3888485575,1799766936,255,0.0007,0.000563,0.000137,59,811,0,0,4,0,3,1,1,1,0,0,0,3,7,0,0
17222,7.00E-06,narp,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
17223,2.232933,tcp,-,FIN,122,126,7814,15296,110.616841,31,29,27766.16992,54367.95313,30,32,18.450909,17.823464,1159.559557,1144.823701,255,3911371422,3913781006,255,0.006878,0.004996,0.001882,64,121,0,0,2,0,5,1,1,1,0,0,0,1,6,0,0
17224,0.606554,tcp,-,FIN,12,8,1852,642,31.3245,254,252,22395.36914,7412.365723,3,2,51.468638,73.315289,2739.86843,90.839508,255,1941174920,3361518452,255,0.168887,0.093343,0.075544,154,80,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1
17225,0.086197,udp,-,CON,4,4,568,304,81.209319,31,29,39537.33594,21160.82813,0,0,23.688,23.621334,33.468074,33.402074,0,0,0,0,0,0,0,142,76,0,0,4,0,2,1,1,2,0,0,0,3,3,0,0
17226,1.329651,tcp,-,FIN,20,20,2932,1694,29.331005,254,252,16762.29297,9686.751953,7,8,69.931632,64.915,3416.756514,77.059766,255,1552019247,162450005,255,0.157981,0.096261,0.06172,147,85,0,0,5,1,1,1,1,1,0,0,0,5,3,0,1
17227,0.453146,tcp,http,FIN,10,8,846,2372,37.515502,62,252,13452.61719,36650.4375,2,2,50.311222,55.94543,2451.410627,81.167656,255,267933879,86365786,255,0.093078,0.06152,0.031558,85,297,1,768,2,1,2,1,1,2,0,0,1,1,5,0,1
17228,0.991912,tcp,-,FIN,10,8,756,354,17.138617,254,252,5492.422852,2500.22168,2,1,110.212444,135.306719,7192.69782,204.441563,255,4147057222,2933925929,255,0.140083,0.044196,0.095887,76,44,0,0,3,1,1,1,1,1,0,0,0,2,4,0,1
17229,0.602842,tcp,-,FIN,10,14,956,10494,38.152619,62,252,11425.87988,129320.7891,2,5,66.982444,45.022232,5140.96418,4904.557123,255,3874841955,3076121029,255,0.045913,0.010333,0.03558,96,750,0,0,3,1,2,3,1,2,0,0,0,3,2,0,1
17230,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,7,7,4,7,0,0,0,7,13,0,1
17231,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
17232,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,4,2,4,4,4,4,0,0,0,4,4,0,1
17233,1.238971,tcp,ftp,FIN,22,22,1170,1664,34.70622,62,252,7212.437012,10260.12695,7,9,58.998621,58.39376,3187.707214,3781.864831,255,4054774065,2146534358,255,0.052089,0.00649,0.045599,53,76,0,0,1,1,2,1,1,2,1,1,0,2,1,0,1
17234,1.00E-06,gre,-,INT,2,0,200,0,83333.33039,254,0,66666664,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
17235,0.001075,udp,dns,CON,2,2,132,164,2790.69758,31,29,491162.7813,610232.5625,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,3,1,1,1,0,0,0,9,6,0,0
17236,0.004699,udp,-,CON,4,4,568,312,1489.678605,31,29,725260.6875,398382.625,0,0,1.242667,1.060333,1.746792,1.491053,0,0,0,0,0,0,0,142,78,0,0,7,0,6,1,1,3,0,0,0,3,12,0,0
17237,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
17238,0.330315,udp,-,CON,4,4,568,304,21.191893,31,29,10317.42481,5522.001953,0,0,89.329,90.635664,126.323922,128.165461,0,0,0,0,0,0,0,142,76,0,0,3,0,2,1,1,2,0,0,0,2,13,0,0
17239,3.00E-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,8,1,1,1,0,0,0,1,1,0,1
17240,1.084814,tcp,http,FIN,14,18,1684,10168,28.576329,31,29,11533.77539,70825.04688,3,5,83.419925,63.781647,8785.786667,7692.660595,255,3342929257,1198576416,255,0.000665,0.000523,0.000142,120,565,1,3924,3,0,2,1,1,1,0,0,1,1,1,0,0
17241,0.275091,tcp,-,CON,6,2,998,86,25.446126,62,252,24195.63086,1250.495361,2,1,55.0182,0.008,3453.064844,0,255,1775469452,2855558699,255,0.241935,0.17804,0.063895,166,43,0,0,5,3,2,2,1,5,0,0,0,3,5,0,0
17242,2.244097,tcp,ftp,FIN,24,22,1252,1632,20.052609,62,252,4277.890137,5554.126953,7,9,97.564606,105.133141,5157.05328,6455.823737,255,3502289008,501631511,255,0.095029,0.036291,0.058738,52,74,0,0,1,1,3,1,1,2,0,0,0,2,1,0,1
17243,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,1
17244,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
17245,1.14567,tcp,-,FIN,74,16,88458,698,77.683797,254,252,609341.25,4573.742676,34,1,15.442534,70.596664,1566.319148,94.871219,255,2126535942,2670177220,255,0.1412,0.086709,0.054491,1195,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
17246,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,20,20,20,34,0,0,0,20,34,0,1
17247,9.00E-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000,0,1,0,0.009,0,0,0,255,0,0,0,0,0,0,45,0,0,0,7,6,3,1,1,8,0,0,0,3,7,0,0
17248,0.844062,tcp,-,FIN,10,10,608,646,22.510196,254,252,5193.931641,5516.182617,2,3,93.772556,84.504664,5178.601424,123.263953,255,2266371649,3950304309,255,0.147464,0.083519,0.063945,61,65,0,0,2,1,1,1,1,2,0,0,0,1,3,0,0
17249,0.780529,tcp,-,FIN,16,10,978,556,32.029559,254,252,9398.753906,5134.979004,5,3,50.882001,78.280445,2660.77257,96.864828,255,1735935133,3913105362,255,0.127068,0.075996,0.051072,61,56,0,0,4,1,2,2,1,3,0,0,0,3,3,0,0
17250,0.001035,udp,dns,CON,2,2,132,164,2898.550823,31,29,510144.9375,633816.4375,0,0,0.011,0.008,0,0,0,0,0,0,0,0,0,66,82,0,0,5,0,6,3,2,2,0,0,0,12,3,0,0
17251,1.20E-05,udp,-,INT,2,0,664,0,83333.33039,254,0,221333328,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,332,0,0,0,7,2,1,1,1,1,0,0,0,2,7,0,1
17252,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,4,2,4,4,4,4,0,0,0,5,4,0,1
17253,11.608691,tcp,-,FIN,140,810,6246,1071492,81.749095,62,252,4274.039062,737495.6875,6,403,83.515763,14.354686,4326.239799,1832.029451,255,351309189,830421897,255,0.125406,0.052439,0.072967,45,1323,0,0,3,1,1,1,1,1,0,0,0,3,1,0,1
17254,8.00E-06,udp,-,INT,2,0,316,0,125000.0003,254,0,158000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,158,0,0,0,4,2,1,1,1,1,0,0,0,1,3,0,1
17255,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,53,2,9,9,9,53,0,0,0,9,53,0,1
17256,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,21,21,21,26,0,0,0,22,26,0,1
17257,0.719988,tcp,http,FIN,10,8,792,1076,23.611505,62,252,7922.354492,10466.84082,2,2,79.998667,88.301859,4488.294187,130.281328,255,2629467697,513300090,255,0.116558,0.08394,0.032618,79,135,1,136,1,1,1,1,1,1,0,0,1,1,1,0,0
17258,1.103047,tcp,-,FIN,26,24,3496,3118,44.422404,254,252,24383.36719,21678.13281,10,10,44.121881,45.326477,2177.412454,57.770715,255,1470104651,3503657182,255,0.080287,0.05985,0.020437,134,130,0,0,1,1,1,1,1,1,0,0,0,15,1,0,1
17259,9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,1
17260,17.330788,ospf,-,INT,28,0,12832,0,1.557921,254,0,5711.916016,0,0,0,641.881062,0,746.488812,0,0,0,0,0,0,0,0,458,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
17261,3.20E-05,udp,-,INT,2,0,168,0,31250.00008,254,0,21000000,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
17262,0.228104,tcp,ssl,FIN,10,8,1076,550,74.52741,62,252,33984.5,16904.57031,2,2,25.344889,30.572428,1370.416925,53.483285,255,573200684,3141895524,255,0.053978,0.008291,0.045687,108,69,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
17263,0.630869,tcp,-,FIN,10,6,550,268,23.776728,254,252,6277.056152,2840.526367,2,1,67.485778,108.695602,3465.697925,175.025625,255,4274329888,2302975676,255,0.158743,0.087382,0.071361,55,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
17264,5.00E-06,udp,-,INT,2,0,1064,0,200000.0051,254,0,851200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,532,0,0,0,35,2,10,10,1,10,0,0,0,10,35,0,1
17265,1.00E-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,15,2,2,2,2,2,0,0,0,6,14,0,1
17266,2.498283,tcp,http,FIN,14,6,710,268,7.605224,254,252,2113.45166,717.292664,6,1,192.17562,491.091187,18733.636,948.739625,255,1050268348,3266505522,255,0.087303,0.042175,0.045128,51,45,0,0,1,1,1,1,1,1,0,0,0,8,1,0,1
17267,0.685557,tcp,http,FIN,10,10,802,1168,27.71469,62,252,8425.265625,12276.14941,2,2,76.173,68.044445,5191.666482,104.761414,255,1346625418,3873062471,255,0.11424,0.072425,0.041815,80,117,1,139,4,1,2,3,2,3,0,0,4,3,3,0,0
17268,0.889256,tcp,-,FIN,12,10,4894,458,23.615247,254,252,40366.32813,3715.465576,3,2,80.841452,78.803781,5493.829606,127.986727,255,1318822270,3076277677,255,0.158276,0.089955,0.068321,408,46,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
17269,0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.816,0,10.954525,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
17270,0.774889,tcp,-,FIN,12,8,1066,704,24.519641,254,252,10096.92969,6359.620605,3,2,70.444452,100.44357,3549.18165,128.886453,255,321009859,1108038110,255,0.150827,0.071051,0.079776,89,88,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
17271,0.341945,tcp,http,FIN,10,6,776,268,43.866705,254,252,16353.50781,5240.608887,2,1,37.993889,64.967602,1974.772123,106.215187,255,1966774952,3781086935,255,0.143176,0.016379,0.126797,78,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,1
17272,1.12832,tcp,-,FIN,14,12,2084,678,22.156835,254,252,13726.60254,4410.09668,4,4,86.793844,94.134367,4577.385617,144.881812,255,767472727,1701930320,255,0.147866,0.092027,0.055839,149,57,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
17273,0.29227,tcp,-,FIN,26,26,4672,2872,174.496182,31,29,122982.1719,75601.32813,7,7,11.67608,11.66848,764.66739,21.050133,255,3465347733,3472609685,255,0.000699,0.000554,0.000145,180,110,0,0,12,0,12,1,1,3,0,0,0,4,10,0,0
17274,1.853062,tcp,smtp,FIN,36,22,26606,1864,30.759898,62,252,111672.4609,7684.578125,15,8,52.94463,85.168141,4582.443153,163.769516,255,160603874,319021956,255,0.101856,0.045885,0.055971,739,85,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
17275,0.015998,tcp,-,FIN,40,40,2542,20718,4938.117179,31,29,1239654.875,10101763,7,13,0.399231,0.394795,0,0.561745,255,3022936543,3023241586,255,0.000757,0.000599,0.000158,64,518,0,0,5,0,2,1,1,1,0,0,0,5,5,0,0
17276,1.064884,tcp,http,FIN,14,18,1684,10168,29.111153,31,29,11749.63672,72150.58594,3,5,81.887231,62.609353,8780.597971,7688.006524,255,2725291568,2722131457,255,0.000656,0.00052,0.000136,120,565,1,3924,3,0,2,1,1,1,0,0,1,2,1,0,0
17277,0.00996,tcp,-,FIN,36,38,2334,16290,7329.316972,31,29,1823293.125,12740562,7,12,0.2752,0.250946,17.215479,15.881669,255,290416266,2440349984,255,0.000824,0.000664,0.00016,65,429,0,0,8,0,2,1,1,1,0,0,0,7,5,0,0
17278,0.609199,tcp,-,FIN,10,8,490,354,27.905496,254,252,5791.211426,4070.919434,2,1,63.425889,79.48143,4296.35076,120.635422,255,3062658747,695822041,255,0.123467,0.052825,0.070642,49,44,0,0,4,1,2,2,1,4,0,0,0,2,4,0,0
